0,1,2,3,4,5,target
0.0,0.6,4.78,4.24,3.15,0.15,0.18
-2.3,0.53,4.76,3.68,3.16,0.25,1.65
-2.3,0.53,4.34,2.81,3.15,0.175,0.35
-2.3,0.565,4.78,5.35,2.76,0.2,0.86
0.0,0.565,5.1,3.94,3.51,0.225,1.28
-2.2,0.546,4.78,4.13,3.07,0.225,1.24
-2.3,0.6,5.1,4.17,3.51,0.2,0.73
-2.4,0.574,4.36,3.96,2.76,0.45,50.36
-2.2,0.546,4.78,4.13,3.07,0.2,0.86
-2.3,0.53,4.34,2.81,3.15,0.35,7.19
-2.3,0.53,4.34,2.81,3.15,0.275,2.05
-2.3,0.568,4.78,3.99,3.17,0.2,0.78
-2.3,0.569,4.78,3.04,3.64,0.425,35.01
-2.3,0.564,5.1,3.95,3.53,0.3,3.99
-2.3,0.568,4.78,3.99,3.17,0.375,11.93
-2.3,0.562,5.14,4.95,3.17,0.45,47.29
-2.3,0.568,4.78,3.99,3.17,0.15,0.27
-2.4,0.585,4.78,3.84,3.32,0.25,1.98
0.0,0.6,4.78,4.24,3.15,0.35,10.36
-2.3,0.6,5.1,4.17,3.51,0.25,1.96
-2.3,0.6,5.1,4.17,3.51,0.325,6.31
-2.3,0.569,4.78,3.04,3.64,0.3,3.29
-2.3,0.6,4.34,4.23,2.73,0.125,0.04
-2.3,0.53,4.34,2.81,3.15,0.325,3.87
-2.3,0.53,4.76,3.68,3.16,0.3,3.09
0.0,0.53,4.78,3.75,3.15,0.2,0.92
-2.3,0.569,4.78,3.04,3.64,0.225,1.06
-2.4,0.574,4.36,3.96,2.76,0.15,0.35
0.0,0.565,4.77,3.99,3.15,0.175,0.49
-2.4,0.568,4.34,2.98,3.15,0.275,2.46
-5.0,0.565,5.1,3.94,3.51,0.35,7.74
-2.4,0.574,4.36,3.96,2.76,0.275,2.83
-2.3,0.53,5.11,3.69,3.51,0.2,0.75
-2.3,0.568,4.78,3.99,3.17,0.325,4.99
-2.3,0.6,4.34,4.23,2.73,0.275,2.63
-2.3,0.6,5.1,4.17,3.51,0.35,8.68
-5.0,0.565,4.77,3.99,3.15,0.15,0.18
-2.3,0.565,4.78,5.35,2.76,0.175,0.56
-2.4,0.585,4.78,3.84,3.32,0.4,19.18
0.0,0.565,5.1,3.94,3.51,0.3,3.76
-2.3,0.6,5.1,4.17,3.51,0.175,0.39
0.0,0.6,4.78,4.24,3.15,0.375,15.25
-2.3,0.565,4.78,5.35,2.76,0.3,4.21
-2.3,0.53,5.11,3.69,3.51,0.425,37.95
-2.3,0.53,4.76,3.68,3.16,0.4,23.96
0.0,0.6,4.78,4.24,3.15,0.2,0.73
-2.3,0.565,4.78,5.35,2.76,0.45,50.14
-2.3,0.565,4.78,5.35,2.76,0.325,5.54
-5.0,0.565,4.77,3.99,3.15,0.35,7.87
-5.0,0.565,4.77,3.99,3.15,0.4,21.02
0.0,0.565,4.77,3.99,3.15,0.35,9.07
-5.0,0.53,4.78,3.75,3.15,0.45,55.87
-2.3,0.53,4.76,3.68,3.16,0.175,0.47
-2.3,0.6,4.34,4.23,2.73,0.25,1.62
-5.0,0.6,4.78,4.24,3.15,0.15,0.15
-2.4,0.568,4.34,2.98,3.15,0.3,3.43
0.0,0.565,4.77,3.99,3.15,0.45,55.44
-2.3,0.564,5.1,3.95,3.53,0.45,50.36
-2.3,0.564,5.1,3.95,3.53,0.125,0.2
-2.3,0.562,5.14,4.95,3.17,0.3,4.09
-2.3,0.6,5.1,4.17,3.51,0.3,4.46
-5.0,0.53,4.78,3.75,3.15,0.225,1.21
-5.0,0.565,5.1,3.94,3.51,0.25,1.76
-5.0,0.565,4.77,3.99,3.15,0.375,12.71
-2.2,0.546,4.78,4.13,3.07,0.35,7.37
-2.3,0.569,4.78,3.04,3.64,0.15,0.17
-2.3,0.6,4.34,4.23,2.73,0.4,19.59
-2.4,0.568,4.34,2.98,3.15,0.375,11.56
-2.3,0.565,4.78,5.35,2.76,0.15,0.29
-5.0,0.53,4.78,3.75,3.15,0.325,5.07
-2.3,0.568,4.78,3.99,3.17,0.225,1.18
0.0,0.565,5.1,3.94,3.51,0.325,5.57
-2.3,0.564,5.1,3.95,3.53,0.35,8.03
-5.0,0.6,4.78,4.24,3.15,0.175,0.34
-2.4,0.568,4.34,2.98,3.15,0.45,54.23
-2.3,0.53,5.11,3.69,3.51,0.15,0.25
-5.0,0.565,4.77,3.99,3.15,0.25,1.83
-2.3,0.6,5.1,4.17,3.51,0.45,47.13
0.0,0.565,5.1,3.94,3.51,0.45,51.99
-5.0,0.53,4.78,3.75,3.15,0.275,2.62
-2.3,0.568,4.78,3.99,3.17,0.3,3.76
-5.0,0.565,4.77,3.99,3.15,0.3,4.12
-2.3,0.562,5.14,4.95,3.17,0.425,32.34
-2.3,0.565,4.78,5.35,2.76,0.425,33.14
-5.0,0.565,4.77,3.99,3.15,0.125,0.07
-2.3,0.53,4.34,2.81,3.15,0.2,0.63
-2.3,0.562,5.14,4.95,3.17,0.4,20.41
-2.3,0.565,4.78,5.35,2.76,0.275,2.94
0.0,0.53,4.78,3.75,3.15,0.375,16.31
-2.4,0.585,4.78,3.84,3.32,0.125,0.2
-2.3,0.6,4.34,4.23,2.73,0.15,0.17
0.0,0.565,4.77,3.99,3.15,0.225,1.28
-2.4,0.568,4.34,2.98,3.15,0.2,0.69
-5.0,0.6,4.78,4.24,3.15,0.425,32.46
-2.3,0.53,4.34,2.81,3.15,0.3,2.73
-2.3,0.569,4.78,3.04,3.64,0.35,7.11
-2.3,0.53,4.76,3.68,3.16,0.15,0.23
-2.3,0.6,4.34,4.23,2.73,0.225,1.02
0.0,0.565,5.1,3.94,3.51,0.2,0.83
-2.3,0.53,5.11,3.69,3.51,0.45,55.17
-2.4,0.585,4.78,3.84,3.32,0.3,4.35
-5.0,0.53,4.78,3.75,3.15,0.15,0.24
-5.0,0.53,4.78,3.75,3.15,0.425,37.14
-2.3,0.53,4.34,2.81,3.15,0.125,0.05
0.0,0.565,5.1,3.94,3.51,0.175,0.5
-2.3,0.6,5.1,4.17,3.51,0.15,0.16
-2.3,0.6,4.34,4.23,2.73,0.175,0.36
-2.4,0.574,4.36,3.96,2.76,0.325,5.19
-2.4,0.574,4.36,3.96,2.76,0.175,0.65
-2.3,0.53,4.76,3.68,3.16,0.225,1.15
