0,1,2,3,4,5,target
-2.3,0.568,4.78,3.99,3.17,0.175,0.47
-2.3,0.569,4.78,3.04,3.64,0.125,0.04
0.0,0.565,4.77,3.99,3.15,0.375,14.93
-2.3,0.569,4.78,3.04,3.64,0.35,7.11
-5.0,0.565,4.77,3.99,3.15,0.25,1.83
-2.3,0.562,5.14,4.95,3.17,0.375,12.8
-2.3,0.6,4.34,4.23,2.73,0.275,2.63
-2.3,0.564,5.1,3.95,3.53,0.4,21.51
-2.3,0.569,4.78,3.04,3.64,0.15,0.17
0.0,0.6,4.78,4.24,3.15,0.125,0.03
0.0,0.6,4.78,4.24,3.15,0.325,7.14
-5.0,0.53,4.78,3.75,3.15,0.375,13.73
-5.0,0.53,4.78,3.75,3.15,0.15,0.24
-5.0,0.565,5.1,3.94,3.51,0.2,0.77
-2.3,0.568,4.78,3.99,3.17,0.35,7.16
-2.4,0.585,4.78,3.84,3.32,0.45,44.38
-2.3,0.6,4.34,4.23,2.73,0.125,0.04
0.0,0.53,4.78,3.75,3.15,0.45,60.85
0.0,0.565,5.1,3.94,3.51,0.25,1.9
-5.0,0.565,4.77,3.99,3.15,0.175,0.4
0.0,0.565,5.1,3.94,3.51,0.275,2.68
-2.2,0.546,4.78,4.13,3.07,0.375,12.76
0.0,0.53,4.78,3.75,3.15,0.325,5.45
-2.3,0.6,4.34,4.23,2.73,0.25,1.62
0.0,0.6,4.78,4.24,3.15,0.275,3.35
-5.0,0.6,4.78,4.24,3.15,0.2,0.63
-5.0,0.565,4.77,3.99,3.15,0.375,12.71
0.0,0.53,4.78,3.75,3.15,0.3,3.7
-2.4,0.568,4.34,2.98,3.15,0.45,54.23
-2.2,0.546,4.78,4.13,3.07,0.325,4.83
-2.3,0.565,4.78,5.35,2.76,0.15,0.29
-2.3,0.564,5.1,3.95,3.53,0.325,5.19
-2.4,0.585,4.78,3.84,3.32,0.325,5.79
-2.3,0.53,4.76,3.68,3.16,0.275,2.28
-5.0,0.565,4.77,3.99,3.15,0.125,0.07
-5.0,0.6,4.78,4.24,3.15,0.425,32.46
-2.3,0.565,4.78,5.35,2.76,0.175,0.56
0.0,0.6,4.78,4.24,3.15,0.425,34.62
-2.4,0.585,4.78,3.84,3.32,0.2,0.97
-2.4,0.585,4.78,3.84,3.32,0.15,0.38
-2.2,0.546,4.78,4.13,3.07,0.2,0.86
0.0,0.53,4.78,3.75,3.15,0.125,0.16
0.0,0.565,4.77,3.99,3.15,0.35,9.07
0.0,0.53,4.78,3.75,3.15,0.15,0.32
-2.2,0.546,4.78,4.13,3.07,0.3,3.45
-2.4,0.574,4.36,3.96,2.76,0.175,0.65
-2.3,0.562,5.14,4.95,3.17,0.175,0.7
0.0,0.53,4.78,3.75,3.15,0.275,2.62
-5.0,0.6,4.78,4.24,3.15,0.3,4.34
-5.0,0.565,5.1,3.94,3.51,0.425,33.23
-2.3,0.569,4.78,3.04,3.64,0.25,1.59
-2.4,0.585,4.78,3.84,3.32,0.425,30.09
-5.0,0.565,5.1,3.94,3.51,0.225,1.19
-2.3,0.6,5.1,4.17,3.51,0.25,1.96
-2.4,0.574,4.36,3.96,2.76,0.425,33.97
-5.0,0.565,4.77,3.99,3.15,0.225,1.14
-2.3,0.569,4.78,3.04,3.64,0.175,0.37
-2.3,0.568,4.78,3.99,3.17,0.325,4.99
-2.3,0.53,4.34,2.81,3.15,0.425,41.34
-2.3,0.53,5.11,3.69,3.51,0.25,1.57
-5.0,0.565,5.1,3.94,3.51,0.125,0.08
-2.4,0.574,4.36,3.96,2.76,0.225,1.37
-2.3,0.53,4.34,2.81,3.15,0.3,2.73
0.0,0.565,4.77,3.99,3.15,0.15,0.24
0.0,0.565,4.77,3.99,3.15,0.45,55.44
-2.3,0.562,5.14,4.95,3.17,0.325,5.82
-2.3,0.562,5.14,4.95,3.17,0.45,47.29
-2.3,0.568,4.78,3.99,3.17,0.125,0.11
-2.2,0.546,4.78,4.13,3.07,0.125,0.15
-2.2,0.546,4.78,4.13,3.07,0.4,21.99
-2.3,0.53,4.34,2.81,3.15,0.125,0.05
-2.4,0.568,4.34,2.98,3.15,0.125,0.12
-2.3,0.564,5.1,3.95,3.53,0.175,0.65
-2.3,0.53,4.34,2.81,3.15,0.35,7.19
-2.3,0.565,4.78,5.35,2.76,0.375,13.08
0.0,0.565,4.77,3.99,3.15,0.125,0.11
-2.3,0.562,5.14,4.95,3.17,0.25,2.23
-2.3,0.565,4.78,5.35,2.76,0.275,2.94
-2.3,0.568,4.78,3.99,3.17,0.3,3.76
-2.3,0.53,4.34,2.81,3.15,0.375,13.96
-2.3,0.565,4.78,5.35,2.76,0.25,1.99
-2.3,0.6,5.1,4.17,3.51,0.35,8.68
-2.3,0.53,5.11,3.69,3.51,0.425,37.95
0.0,0.53,4.78,3.75,3.15,0.175,0.59
-2.3,0.564,5.1,3.95,3.53,0.3,3.99
-2.3,0.6,5.1,4.17,3.51,0.425,31.77
0.0,0.565,5.1,3.94,3.51,0.3,3.76
-5.0,0.53,4.78,3.75,3.15,0.2,0.78
-2.4,0.568,4.34,2.98,3.15,0.4,20.63
-2.3,0.6,5.1,4.17,3.51,0.2,0.73
0.0,0.565,5.1,3.94,3.51,0.125,0.08
-5.0,0.565,4.77,3.99,3.15,0.4,21.02
-2.4,0.585,4.78,3.84,3.32,0.25,1.98
-2.4,0.585,4.78,3.84,3.32,0.3,4.35
-2.3,0.53,4.76,3.68,3.16,0.175,0.47
0.0,0.6,4.78,4.24,3.15,0.2,0.73
0.0,0.565,5.1,3.94,3.51,0.35,8.76
-2.3,0.53,4.34,2.81,3.15,0.45,62.42
0.0,0.565,5.1,3.94,3.51,0.4,23.05
-2.3,0.53,5.11,3.69,3.51,0.175,0.46
-5.0,0.53,4.78,3.75,3.15,0.425,37.14
-2.2,0.546,4.78,4.13,3.07,0.25,1.76
-2.3,0.53,5.11,3.69,3.51,0.2,0.75
-2.2,0.546,4.78,4.13,3.07,0.15,0.32
-5.0,0.565,4.77,3.99,3.15,0.3,4.12
-2.4,0.585,4.78,3.84,3.32,0.225,1.36
-5.0,0.565,5.1,3.94,3.51,0.15,0.24
-2.3,0.569,4.78,3.04,3.64,0.275,2.33
0.0,0.565,5.1,3.94,3.51,0.325,5.57
0.0,0.53,4.78,3.75,3.15,0.425,41.77
-2.3,0.53,5.11,3.69,3.51,0.4,24.14
-2.3,0.562,5.14,4.95,3.17,0.3,4.09
-5.0,0.6,4.78,4.24,3.15,0.275,2.84
0.0,0.565,5.1,3.94,3.51,0.175,0.5
-2.4,0.585,4.78,3.84,3.32,0.35,8.04
-2.3,0.53,5.11,3.69,3.51,0.3,2.98
-5.0,0.565,5.1,3.94,3.51,0.375,12.4
-2.3,0.568,4.78,3.99,3.17,0.425,32.75
0.0,0.565,5.1,3.94,3.51,0.225,1.28
-2.3,0.53,4.76,3.68,3.16,0.3,3.09
-2.3,0.53,4.76,3.68,3.16,0.225,1.15
0.0,0.6,4.78,4.24,3.15,0.35,10.36
-2.4,0.568,4.34,2.98,3.15,0.275,2.46
