0,1,2,3,4,5,target
-2.3,0.564,5.1,3.95,3.53,0.375,12.86
-5.0,0.53,4.78,3.75,3.15,0.15,0.24
-2.4,0.574,4.36,3.96,2.76,0.375,12.86
0.0,0.565,5.1,3.94,3.51,0.35,8.76
0.0,0.53,4.78,3.75,3.15,0.125,0.16
-2.3,0.562,5.14,4.95,3.17,0.225,1.57
0.0,0.6,4.78,4.24,3.15,0.175,0.4
-2.3,0.6,4.34,4.23,2.73,0.125,0.04
-5.0,0.53,4.78,3.75,3.15,0.25,1.85
-2.3,0.564,5.1,3.95,3.53,0.4,21.51
-5.0,0.6,4.78,4.24,3.15,0.175,0.34
-2.2,0.546,4.78,4.13,3.07,0.175,0.55
-2.4,0.585,4.78,3.84,3.32,0.175,0.64
-2.3,0.568,4.78,3.99,3.17,0.175,0.47
0.0,0.565,4.77,3.99,3.15,0.15,0.24
0.0,0.53,4.78,3.75,3.15,0.35,9.45
-2.3,0.564,5.1,3.95,3.53,0.35,8.03
-2.3,0.569,4.78,3.04,3.64,0.2,0.66
-2.3,0.562,5.14,4.95,3.17,0.175,0.7
0.0,0.565,5.1,3.94,3.51,0.3,3.76
-5.0,0.6,4.78,4.24,3.15,0.45,50.94
-2.3,0.565,4.78,5.35,2.76,0.125,0.09
-5.0,0.565,5.1,3.94,3.51,0.425,33.23
-2.4,0.585,4.78,3.84,3.32,0.325,5.79
-5.0,0.565,5.1,3.94,3.51,0.325,5.27
-5.0,0.565,5.1,3.94,3.51,0.2,0.77
-2.3,0.562,5.14,4.95,3.17,0.2,1.07
0.0,0.565,5.1,3.94,3.51,0.4,23.05
-2.3,0.53,4.76,3.68,3.16,0.225,1.15
-5.0,0.565,5.1,3.94,3.51,0.175,0.45
-2.3,0.53,4.34,2.81,3.15,0.4,25.18
-5.0,0.53,4.78,3.75,3.15,0.175,0.47
-5.0,0.53,4.78,3.75,3.15,0.2,0.78
0.0,0.565,5.1,3.94,3.51,0.45,51.99
0.0,0.53,4.78,3.75,3.15,0.425,41.77
-2.2,0.546,4.78,4.13,3.07,0.325,4.83
0.0,0.565,5.1,3.94,3.51,0.2,0.83
-5.0,0.565,4.77,3.99,3.15,0.375,12.71
-2.3,0.568,4.78,3.99,3.17,0.225,1.18
-2.3,0.569,4.78,3.04,3.64,0.15,0.17
-2.3,0.53,5.11,3.69,3.51,0.275,2.17
-2.3,0.6,5.1,4.17,3.51,0.425,31.77
-2.3,0.6,4.34,4.23,2.73,0.325,6.0
-2.3,0.6,4.34,4.23,2.73,0.15,0.17
-2.3,0.53,4.76,3.68,3.16,0.325,4.41
-2.3,0.565,4.78,5.35,2.76,0.45,50.14
-2.4,0.568,4.34,2.98,3.15,0.325,4.62
-2.3,0.6,5.1,4.17,3.51,0.325,6.31
0.0,0.53,4.78,3.75,3.15,0.4,27.34
-2.3,0.569,4.78,3.04,3.64,0.275,2.33
-2.3,0.6,5.1,4.17,3.51,0.2,0.73
-2.3,0.569,4.78,3.04,3.64,0.3,3.29
-2.3,0.53,4.34,2.81,3.15,0.325,3.87
-2.3,0.6,4.34,4.23,2.73,0.425,30.48
-5.0,0.53,4.78,3.75,3.15,0.375,13.73
-2.4,0.568,4.34,2.98,3.15,0.125,0.12
-2.4,0.574,4.36,3.96,2.76,0.175,0.65
-2.4,0.585,4.78,3.84,3.32,0.275,2.91
-2.3,0.564,5.1,3.95,3.53,0.275,2.83
-2.4,0.585,4.78,3.84,3.32,0.225,1.36
-5.0,0.565,4.77,3.99,3.15,0.2,0.7
-2.3,0.53,4.34,2.81,3.15,0.225,1.01
0.0,0.6,4.78,4.24,3.15,0.225,1.3
0.0,0.565,5.1,3.94,3.51,0.425,35.46
-2.3,0.568,4.78,3.99,3.17,0.45,49.49
-2.3,0.565,4.78,5.35,2.76,0.35,8.25
-2.3,0.569,4.78,3.04,3.64,0.4,21.09
-2.4,0.568,4.34,2.98,3.15,0.2,0.69
-2.3,0.53,4.76,3.68,3.16,0.125,0.1
-2.3,0.53,4.76,3.68,3.16,0.3,3.09
-2.2,0.546,4.78,4.13,3.07,0.15,0.32
-5.0,0.53,4.78,3.75,3.15,0.3,3.69
0.0,0.6,4.78,4.24,3.15,0.275,3.35
0.0,0.565,5.1,3.94,3.51,0.175,0.5
0.0,0.6,4.78,4.24,3.15,0.15,0.18
0.0,0.565,4.77,3.99,3.15,0.35,9.07
0.0,0.565,4.77,3.99,3.15,0.2,0.79
-2.3,0.564,5.1,3.95,3.53,0.15,0.35
0.0,0.565,4.77,3.99,3.15,0.125,0.11
-2.3,0.562,5.14,4.95,3.17,0.275,3.09
-5.0,0.53,4.78,3.75,3.15,0.275,2.62
-2.3,0.6,5.1,4.17,3.51,0.375,12.39
-2.3,0.568,4.78,3.99,3.17,0.275,2.61
-2.3,0.565,4.78,5.35,2.76,0.275,2.94
-5.0,0.6,4.78,4.24,3.15,0.25,1.85
-5.0,0.565,4.77,3.99,3.15,0.125,0.07
-2.3,0.53,4.76,3.68,3.16,0.25,1.65
-2.3,0.565,4.78,5.35,2.76,0.3,4.21
-5.0,0.6,4.78,4.24,3.15,0.275,2.84
0.0,0.53,4.78,3.75,3.15,0.275,2.62
0.0,0.565,5.1,3.94,3.51,0.325,5.57
-2.3,0.53,5.11,3.69,3.51,0.4,24.14
-5.0,0.565,4.77,3.99,3.15,0.4,21.02
-5.0,0.53,4.78,3.75,3.15,0.425,37.14
-2.3,0.53,4.34,2.81,3.15,0.45,62.42
-2.3,0.53,5.11,3.69,3.51,0.175,0.46
-2.3,0.53,4.34,2.81,3.15,0.35,7.19
-2.4,0.568,4.34,2.98,3.15,0.15,0.26
-5.0,0.565,4.77,3.99,3.15,0.175,0.4
0.0,0.53,4.78,3.75,3.15,0.25,1.94
-5.0,0.53,4.78,3.75,3.15,0.325,5.07
-5.0,0.565,4.77,3.99,3.15,0.3,4.12
-2.3,0.6,5.1,4.17,3.51,0.15,0.16
0.0,0.565,4.77,3.99,3.15,0.4,24.13
-2.3,0.53,5.11,3.69,3.51,0.425,37.95
-2.2,0.546,4.78,4.13,3.07,0.4,21.99
-5.0,0.565,5.1,3.94,3.51,0.125,0.08
-2.3,0.568,4.78,3.99,3.17,0.35,7.16
-2.3,0.53,5.11,3.69,3.51,0.225,1.11
-2.3,0.6,5.1,4.17,3.51,0.3,4.46
-5.0,0.565,5.1,3.94,3.51,0.4,20.91
-2.2,0.546,4.78,4.13,3.07,0.125,0.15
0.0,0.565,4.77,3.99,3.15,0.225,1.28
-5.0,0.53,4.78,3.75,3.15,0.45,55.87
-2.3,0.6,5.1,4.17,3.51,0.225,1.24
-2.3,0.562,5.14,4.95,3.17,0.25,2.23
-2.3,0.53,4.34,2.81,3.15,0.375,13.96
-2.4,0.568,4.34,2.98,3.15,0.4,20.63
-2.4,0.574,4.36,3.96,2.76,0.25,1.97
0.0,0.565,5.1,3.94,3.51,0.15,0.26
-2.3,0.6,4.34,4.23,2.73,0.45,46.66
-2.3,0.53,4.76,3.68,3.16,0.15,0.23
-5.0,0.6,4.78,4.24,3.15,0.375,12.49
-2.3,0.565,4.78,5.35,2.76,0.225,1.31
-2.3,0.568,4.78,3.99,3.17,0.15,0.27
-2.3,0.6,4.34,4.23,2.73,0.3,4.15
0.0,0.6,4.78,4.24,3.15,0.45,51.5
-2.3,0.562,5.14,4.95,3.17,0.35,8.28
-2.4,0.585,4.78,3.84,3.32,0.15,0.38
-2.3,0.568,4.78,3.99,3.17,0.375,11.93
-2.4,0.574,4.36,3.96,2.76,0.45,50.36
-5.0,0.6,4.78,4.24,3.15,0.425,32.46
-2.3,0.53,4.76,3.68,3.16,0.375,13.77
-5.0,0.565,5.1,3.94,3.51,0.45,49.14
-2.3,0.562,5.14,4.95,3.17,0.15,0.44
-2.4,0.574,4.36,3.96,2.76,0.2,0.93
-2.3,0.564,5.1,3.95,3.53,0.425,33.97
-2.3,0.53,5.11,3.69,3.51,0.125,0.08
-2.3,0.565,4.78,5.35,2.76,0.175,0.56
0.0,0.565,4.77,3.99,3.15,0.275,2.88
-5.0,0.565,4.77,3.99,3.15,0.225,1.14
-5.0,0.6,4.78,4.24,3.15,0.2,0.63
-5.0,0.565,5.1,3.94,3.51,0.275,2.59
-2.3,0.6,5.1,4.17,3.51,0.125,0.01
0.0,0.6,4.78,4.24,3.15,0.125,0.03
-2.4,0.585,4.78,3.84,3.32,0.35,8.04
-2.4,0.568,4.34,2.98,3.15,0.275,2.46
-2.3,0.564,5.1,3.95,3.53,0.3,3.99
-2.4,0.585,4.78,3.84,3.32,0.425,30.09
-2.3,0.569,4.78,3.04,3.64,0.225,1.06
0.0,0.6,4.78,4.24,3.15,0.325,7.14
-2.3,0.53,4.76,3.68,3.16,0.175,0.47
0.0,0.565,5.1,3.94,3.51,0.225,1.28
-5.0,0.565,5.1,3.94,3.51,0.35,7.74
-2.3,0.562,5.14,4.95,3.17,0.4,20.41
0.0,0.565,5.1,3.94,3.51,0.25,1.9
-2.2,0.546,4.78,4.13,3.07,0.25,1.76
0.0,0.565,4.77,3.99,3.15,0.25,1.96
-2.3,0.6,5.1,4.17,3.51,0.275,3.04
0.0,0.6,4.78,4.24,3.15,0.425,34.62
-2.3,0.53,4.76,3.68,3.16,0.425,37.38
-2.4,0.568,4.34,2.98,3.15,0.25,1.67
0.0,0.53,4.78,3.75,3.15,0.2,0.92
-5.0,0.53,4.78,3.75,3.15,0.35,7.95
-2.4,0.574,4.36,3.96,2.76,0.15,0.35
-2.3,0.565,4.78,5.35,2.76,0.375,13.08
-5.0,0.53,4.78,3.75,3.15,0.225,1.21
