0,1,2,3,4,5,target
-2.3,0.564,5.1,3.95,3.53,0.125,0.2
-2.3,0.565,4.78,5.35,2.76,0.4,21.4
-5.0,0.6,4.78,4.24,3.15,0.3,4.34
0.0,0.565,5.1,3.94,3.51,0.3,3.76
0.0,0.565,5.1,3.94,3.51,0.4,23.05
0.0,0.6,4.78,4.24,3.15,0.375,15.25
-2.4,0.585,4.78,3.84,3.32,0.3,4.35
-2.4,0.568,4.34,2.98,3.15,0.25,1.67
-2.4,0.585,4.78,3.84,3.32,0.45,44.38
-2.4,0.574,4.36,3.96,2.76,0.175,0.65
-2.3,0.569,4.78,3.04,3.64,0.4,21.09
-5.0,0.53,4.78,3.75,3.15,0.125,0.09
-2.3,0.53,4.34,2.81,3.15,0.45,62.42
-2.4,0.568,4.34,2.98,3.15,0.35,6.86
-2.3,0.564,5.1,3.95,3.53,0.425,33.97
-2.3,0.564,5.1,3.95,3.53,0.225,1.37
-2.4,0.568,4.34,2.98,3.15,0.125,0.12
0.0,0.565,4.77,3.99,3.15,0.375,14.93
-2.3,0.53,4.76,3.68,3.16,0.25,1.65
-2.3,0.53,4.76,3.68,3.16,0.45,56.46
-5.0,0.565,4.77,3.99,3.15,0.4,21.02
-2.2,0.546,4.78,4.13,3.07,0.2,0.86
-2.4,0.574,4.36,3.96,2.76,0.15,0.35
-2.3,0.6,5.1,4.17,3.51,0.175,0.39
-2.2,0.546,4.78,4.13,3.07,0.4,21.99
-2.3,0.568,4.78,3.99,3.17,0.375,11.93
-2.3,0.53,4.76,3.68,3.16,0.375,13.77
-5.0,0.6,4.78,4.24,3.15,0.375,12.49
-2.2,0.546,4.78,4.13,3.07,0.375,12.76
-2.4,0.574,4.36,3.96,2.76,0.375,12.86
-2.2,0.546,4.78,4.13,3.07,0.25,1.76
-2.3,0.562,5.14,4.95,3.17,0.4,20.41
-5.0,0.565,4.77,3.99,3.15,0.225,1.14
-2.3,0.562,5.14,4.95,3.17,0.45,47.29
-2.3,0.562,5.14,4.95,3.17,0.25,2.23
-5.0,0.6,4.78,4.24,3.15,0.325,6.2
-2.4,0.574,4.36,3.96,2.76,0.45,50.36
-2.3,0.565,4.78,5.35,2.76,0.15,0.29
-2.3,0.53,5.11,3.69,3.51,0.15,0.25
-2.3,0.53,4.34,2.81,3.15,0.25,1.43
-2.4,0.574,4.36,3.96,2.76,0.3,3.99
-2.3,0.564,5.1,3.95,3.53,0.45,50.36
-2.3,0.6,4.34,4.23,2.73,0.325,6.0
0.0,0.565,4.77,3.99,3.15,0.45,55.44
-2.3,0.569,4.78,3.04,3.64,0.225,1.06
-2.4,0.568,4.34,2.98,3.15,0.325,4.62
-2.3,0.53,5.11,3.69,3.51,0.325,4.42
-2.3,0.565,4.78,5.35,2.76,0.275,2.94
0.0,0.565,5.1,3.94,3.51,0.125,0.08
-2.3,0.564,5.1,3.95,3.53,0.2,0.93
-2.2,0.546,4.78,4.13,3.07,0.45,53.07
0.0,0.565,5.1,3.94,3.51,0.25,1.9
-2.3,0.568,4.78,3.99,3.17,0.4,20.11
-2.3,0.562,5.14,4.95,3.17,0.325,5.82
-2.3,0.6,5.1,4.17,3.51,0.425,31.77
-2.4,0.574,4.36,3.96,2.76,0.25,1.97
-2.3,0.569,4.78,3.04,3.64,0.45,51.8
0.0,0.6,4.78,4.24,3.15,0.425,34.62
-2.3,0.53,4.34,2.81,3.15,0.125,0.05
-2.3,0.568,4.78,3.99,3.17,0.2,0.78
-2.4,0.568,4.34,2.98,3.15,0.3,3.43
-2.3,0.564,5.1,3.95,3.53,0.325,5.19
-2.4,0.568,4.34,2.98,3.15,0.4,20.63
-5.0,0.565,4.77,3.99,3.15,0.125,0.07
-2.2,0.546,4.78,4.13,3.07,0.175,0.55
-2.4,0.585,4.78,3.84,3.32,0.4,19.18
-2.3,0.568,4.78,3.99,3.17,0.45,49.49
0.0,0.53,4.78,3.75,3.15,0.15,0.32
0.0,0.565,4.77,3.99,3.15,0.15,0.24
-2.3,0.6,5.1,4.17,3.51,0.45,47.13
-2.3,0.569,4.78,3.04,3.64,0.2,0.66
0.0,0.6,4.78,4.24,3.15,0.35,10.36
0.0,0.565,4.77,3.99,3.15,0.225,1.28
-2.3,0.6,4.34,4.23,2.73,0.45,46.66
-2.3,0.569,4.78,3.04,3.64,0.15,0.17
0.0,0.53,4.78,3.75,3.15,0.45,60.85
0.0,0.565,5.1,3.94,3.51,0.225,1.28
-5.0,0.565,5.1,3.94,3.51,0.35,7.74
-2.3,0.6,4.34,4.23,2.73,0.15,0.17
-5.0,0.6,4.78,4.24,3.15,0.425,32.46
-2.3,0.53,4.76,3.68,3.16,0.425,37.38
-2.4,0.568,4.34,2.98,3.15,0.15,0.26
-2.3,0.568,4.78,3.99,3.17,0.3,3.76
0.0,0.565,5.1,3.94,3.51,0.35,8.76
-5.0,0.565,5.1,3.94,3.51,0.45,49.14
-2.3,0.53,4.76,3.68,3.16,0.35,7.51
-2.3,0.565,4.78,5.35,2.76,0.225,1.31
0.0,0.565,5.1,3.94,3.51,0.425,35.46
0.0,0.53,4.78,3.75,3.15,0.225,1.37
-5.0,0.53,4.78,3.75,3.15,0.425,37.14
