0,1,2,3,4,5,target
-2.3,0.564,5.1,3.95,3.53,0.15,0.35
-2.3,0.53,5.11,3.69,3.51,0.325,4.42
-2.3,0.564,5.1,3.95,3.53,0.3,3.99
-2.3,0.568,4.78,3.99,3.17,0.3,3.76
-2.3,0.564,5.1,3.95,3.53,0.125,0.2
-2.3,0.6,4.34,4.23,2.73,0.275,2.63
0.0,0.53,4.78,3.75,3.15,0.25,1.94
-2.3,0.53,4.34,2.81,3.15,0.125,0.05
-5.0,0.565,5.1,3.94,3.51,0.4,20.91
-2.3,0.53,5.11,3.69,3.51,0.375,14.11
-2.2,0.546,4.78,4.13,3.07,0.225,1.24
0.0,0.565,5.1,3.94,3.51,0.325,5.57
-5.0,0.6,4.78,4.24,3.15,0.175,0.34
-2.3,0.53,5.11,3.69,3.51,0.25,1.57
-2.4,0.585,4.78,3.84,3.32,0.225,1.36
-2.3,0.569,4.78,3.04,3.64,0.3,3.29
0.0,0.565,4.77,3.99,3.15,0.45,55.44
-5.0,0.565,5.1,3.94,3.51,0.35,7.74
-2.3,0.6,5.1,4.17,3.51,0.325,6.31
-2.3,0.6,5.1,4.17,3.51,0.4,20.14
0.0,0.53,4.78,3.75,3.15,0.15,0.32
-5.0,0.565,5.1,3.94,3.51,0.325,5.27
-2.3,0.564,5.1,3.95,3.53,0.35,8.03
-2.3,0.562,5.14,4.95,3.17,0.35,8.28
-2.3,0.565,4.78,5.35,2.76,0.3,4.21
-2.3,0.53,4.76,3.68,3.16,0.125,0.1
-2.4,0.574,4.36,3.96,2.76,0.3,3.99
-2.3,0.53,4.34,2.81,3.15,0.275,2.05
-2.3,0.562,5.14,4.95,3.17,0.225,1.57
-2.2,0.546,4.78,4.13,3.07,0.325,4.83
-2.4,0.574,4.36,3.96,2.76,0.275,2.83
0.0,0.565,4.77,3.99,3.15,0.225,1.28
-2.3,0.53,4.76,3.68,3.16,0.45,56.46
-2.3,0.562,5.14,4.95,3.17,0.375,12.8
-2.4,0.574,4.36,3.96,2.76,0.175,0.65
-2.3,0.568,4.78,3.99,3.17,0.35,7.16
-2.2,0.546,4.78,4.13,3.07,0.425,35.64
-5.0,0.53,4.78,3.75,3.15,0.375,13.73
-2.4,0.568,4.34,2.98,3.15,0.25,1.67
0.0,0.6,4.78,4.24,3.15,0.45,51.5
-5.0,0.565,5.1,3.94,3.51,0.125,0.08
0.0,0.565,4.77,3.99,3.15,0.25,1.96
-5.0,0.6,4.78,4.24,3.15,0.4,20.41
-2.4,0.568,4.34,2.98,3.15,0.3,3.43
-2.3,0.569,4.78,3.04,3.64,0.375,11.99
-5.0,0.53,4.78,3.75,3.15,0.2,0.78
-5.0,0.53,4.78,3.75,3.15,0.325,5.07
-2.3,0.569,4.78,3.04,3.64,0.2,0.66
-2.3,0.6,4.34,4.23,2.73,0.375,12.27
-5.0,0.565,4.77,3.99,3.15,0.3,4.12
-2.4,0.568,4.34,2.98,3.15,0.225,1.09
-2.3,0.53,5.11,3.69,3.51,0.3,2.98
-2.3,0.53,4.76,3.68,3.16,0.325,4.41
-2.3,0.568,4.78,3.99,3.17,0.15,0.27
-2.4,0.585,4.78,3.84,3.32,0.175,0.64
-2.3,0.6,5.1,4.17,3.51,0.425,31.77
-2.3,0.6,4.34,4.23,2.73,0.175,0.36
-2.3,0.53,5.11,3.69,3.51,0.425,37.95
0.0,0.565,5.1,3.94,3.51,0.25,1.9
-5.0,0.565,5.1,3.94,3.51,0.225,1.19
-2.3,0.53,4.34,2.81,3.15,0.425,41.34
-2.3,0.565,4.78,5.35,2.76,0.4,21.4
0.0,0.6,4.78,4.24,3.15,0.425,34.62
-2.4,0.585,4.78,3.84,3.32,0.325,5.79
