0,1,2,3,4,5,6,7,8,target
150.3,111.4,238.8,167.3,6.5,999.5,670.5,14.5,36.5,38.19
146.0,106.0,137.0,209.0,6.0,875.0,765.0,24.0,67.0,27.89
248.0,101.0,239.9,169.1,7.7,949.9,644.1,2.0,20.0,50.23
305.0,100.0,0.0,196.0,10.0,959.0,705.0,20.0,49.0,29.77
146.0,178.0,0.0,192.0,11.0,961.0,749.0,18.0,46.0,17.19
297.1,40.9,239.9,194.0,7.5,908.9,651.8,27.5,67.0,49.17
159.0,116.0,149.0,175.0,15.0,953.0,720.0,23.5,54.5,34.05
265.0,86.0,111.0,195.0,6.0,833.0,790.0,27.0,60.0,37.39
184.3,153.4,239.2,179.0,7.5,920.2,640.9,0.0,20.0,41.01
140.0,128.0,164.0,237.0,6.0,869.0,656.0,24.0,65.0,29.5
288.0,0.0,121.0,177.0,7.0,908.0,829.0,22.5,48.5,39.93
215.6,112.9,239.0,198.7,7.4,884.0,649.1,27.5,64.0,39.13
304.0,0.0,140.0,214.0,6.0,895.0,722.0,19.0,51.0,38.46
296.0,97.0,0.0,219.0,9.0,932.0,685.0,15.0,48.5,29.23
165.0,150.0,0.0,182.0,12.0,1023.0,729.0,14.5,20.0,18.26
314.0,0.0,161.0,207.0,6.0,851.0,757.0,21.5,64.0,41.14
137.0,167.0,214.0,226.0,6.0,708.0,757.0,27.5,70.0,34.45
291.0,105.0,0.0,205.0,6.0,859.0,797.0,24.0,59.0,27.62
149.0,109.0,139.0,193.0,6.0,892.0,780.0,23.5,58.5,28.7
159.0,0.0,248.0,175.0,12.0,1041.0,683.0,21.0,51.0,35.39
163.0,149.0,191.0,180.0,12.0,843.0,746.0,0.0,20.0,41.14
140.0,128.0,164.0,183.0,12.0,871.0,775.0,23.75,53.0,33.38
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,14.5,42.5,32.44
148.0,109.0,139.0,193.0,7.0,768.0,902.0,23.75,58.0,28.03
248.3,101.0,239.1,168.9,7.7,954.2,640.6,0.0,20.0,49.97
342.0,136.0,0.0,225.0,11.0,770.0,747.0,21.0,61.0,32.04
252.0,76.0,97.0,194.0,8.0,835.0,821.0,23.0,54.0,33.11
159.0,193.0,0.0,208.0,12.0,821.0,818.0,23.0,50.0,19.19
165.3,143.2,238.3,200.4,7.1,883.2,652.6,17.0,27.0,32.84
299.0,107.0,0.0,210.0,10.0,881.0,745.0,25.0,63.0,28.29
366.0,0.0,187.0,191.0,7.0,824.0,757.0,24.75,62.7,52.65
140.1,4.2,215.9,193.9,4.7,1049.5,710.1,24.5,57.0,26.42
194.3,0.3,240.0,234.2,8.9,780.6,811.3,26.5,78.0,38.46
326.0,0.0,167.0,174.0,6.0,884.0,792.0,21.5,42.0,52.65
145.0,177.0,227.0,209.0,11.0,752.0,715.0,2.5,20.0,35.66
166.0,0.0,260.0,183.0,13.0,859.0,827.0,21.0,54.0,40.34
142.0,130.0,167.0,174.0,11.0,883.0,785.0,0.0,20.0,36.72
258.8,88.0,239.6,175.3,7.6,938.9,646.0,0.0,20.0,50.5
