0,1,2,3,4,5,target
-2.3,0.6,4.34,4.23,2.73,0.125,0.04
-2.4,0.568,4.34,2.98,3.15,0.375,11.56
0.0,0.53,4.78,3.75,3.15,0.35,9.45
-2.3,0.53,5.11,3.69,3.51,0.225,1.11
-2.3,0.53,4.76,3.68,3.16,0.375,13.77
-2.2,0.546,4.78,4.13,3.07,0.3,3.45
-2.3,0.6,5.1,4.17,3.51,0.125,0.01
-2.4,0.568,4.34,2.98,3.15,0.45,54.23
-2.3,0.562,5.14,4.95,3.17,0.15,0.44
-5.0,0.53,4.78,3.75,3.15,0.275,2.62
-2.3,0.53,4.76,3.68,3.16,0.175,0.47
-5.0,0.53,4.78,3.75,3.15,0.25,1.85
-2.4,0.568,4.34,2.98,3.15,0.35,6.86
0.0,0.6,4.78,4.24,3.15,0.45,51.5
-2.4,0.574,4.36,3.96,2.76,0.125,0.2
-2.4,0.568,4.34,2.98,3.15,0.425,34.5
0.0,0.53,4.78,3.75,3.15,0.175,0.59
-2.3,0.569,4.78,3.04,3.64,0.45,51.8
-2.4,0.574,4.36,3.96,2.76,0.25,1.97
-2.2,0.546,4.78,4.13,3.07,0.175,0.55
-5.0,0.53,4.78,3.75,3.15,0.2,0.78
0.0,0.6,4.78,4.24,3.15,0.25,2.16
-5.0,0.6,4.78,4.24,3.15,0.2,0.63
-2.3,0.569,4.78,3.04,3.64,0.25,1.59
0.0,0.6,4.78,4.24,3.15,0.325,7.14
-2.3,0.562,5.14,4.95,3.17,0.375,12.8
0.0,0.565,4.77,3.99,3.15,0.15,0.24
0.0,0.6,4.78,4.24,3.15,0.3,5.06
0.0,0.6,4.78,4.24,3.15,0.375,15.25
-2.3,0.6,4.34,4.23,2.73,0.15,0.17
-2.4,0.574,4.36,3.96,2.76,0.375,12.86
0.0,0.53,4.78,3.75,3.15,0.3,3.7
-2.3,0.564,5.1,3.95,3.53,0.3,3.99
0.0,0.6,4.78,4.24,3.15,0.275,3.35
0.0,0.565,4.77,3.99,3.15,0.125,0.11
-2.3,0.53,5.11,3.69,3.51,0.425,37.95
-2.3,0.6,5.1,4.17,3.51,0.425,31.77
-2.3,0.565,4.78,5.35,2.76,0.425,33.14
-2.3,0.53,4.34,2.81,3.15,0.375,13.96
0.0,0.565,4.77,3.99,3.15,0.325,5.96
-2.3,0.565,4.78,5.35,2.76,0.325,5.54
-5.0,0.6,4.78,4.24,3.15,0.425,32.46
-5.0,0.565,5.1,3.94,3.51,0.175,0.45
-2.3,0.564,5.1,3.95,3.53,0.4,21.51
-2.3,0.568,4.78,3.99,3.17,0.125,0.11
-2.3,0.6,4.34,4.23,2.73,0.35,8.47
-2.3,0.53,4.34,2.81,3.15,0.2,0.63
-2.3,0.53,4.76,3.68,3.16,0.275,2.28
-2.3,0.6,4.34,4.23,2.73,0.25,1.62
-5.0,0.565,5.1,3.94,3.51,0.375,12.4
-2.3,0.569,4.78,3.04,3.64,0.275,2.33
-2.4,0.574,4.36,3.96,2.76,0.275,2.83
-5.0,0.565,5.1,3.94,3.51,0.2,0.77
-2.3,0.6,5.1,4.17,3.51,0.3,4.46
-5.0,0.565,5.1,3.94,3.51,0.35,7.74
-5.0,0.53,4.78,3.75,3.15,0.325,5.07
-2.3,0.53,4.76,3.68,3.16,0.125,0.1
-2.3,0.53,4.34,2.81,3.15,0.175,0.35
-2.3,0.53,5.11,3.69,3.51,0.45,55.17
0.0,0.565,4.77,3.99,3.15,0.45,55.44
0.0,0.53,4.78,3.75,3.15,0.125,0.16
-5.0,0.565,4.77,3.99,3.15,0.15,0.18
0.0,0.565,4.77,3.99,3.15,0.275,2.88
-2.3,0.565,4.78,5.35,2.76,0.35,8.25
-2.2,0.546,4.78,4.13,3.07,0.4,21.99
-2.3,0.6,4.34,4.23,2.73,0.375,12.27
-2.3,0.568,4.78,3.99,3.17,0.375,11.93
0.0,0.6,4.78,4.24,3.15,0.4,23.15
-5.0,0.53,4.78,3.75,3.15,0.4,23.55
-2.2,0.546,4.78,4.13,3.07,0.425,35.64
0.0,0.6,4.78,4.24,3.15,0.125,0.03
-2.4,0.568,4.34,2.98,3.15,0.4,20.63
-2.4,0.585,4.78,3.84,3.32,0.325,5.79
-2.3,0.562,5.14,4.95,3.17,0.175,0.7
-2.3,0.53,4.34,2.81,3.15,0.25,1.43
-5.0,0.565,4.77,3.99,3.15,0.225,1.14
0.0,0.53,4.78,3.75,3.15,0.45,60.85
-2.3,0.569,4.78,3.04,3.64,0.35,7.11
-2.3,0.562,5.14,4.95,3.17,0.275,3.09
-2.3,0.562,5.14,4.95,3.17,0.2,1.07
0.0,0.53,4.78,3.75,3.15,0.25,1.94
0.0,0.565,5.1,3.94,3.51,0.2,0.83
-2.4,0.574,4.36,3.96,2.76,0.175,0.65
-2.4,0.585,4.78,3.84,3.32,0.15,0.38
0.0,0.53,4.78,3.75,3.15,0.275,2.62
-2.3,0.53,5.11,3.69,3.51,0.325,4.42
-2.3,0.6,5.1,4.17,3.51,0.15,0.16
-2.4,0.585,4.78,3.84,3.32,0.225,1.36
-2.3,0.562,5.14,4.95,3.17,0.225,1.57
-5.0,0.565,4.77,3.99,3.15,0.275,2.77
0.0,0.565,4.77,3.99,3.15,0.2,0.79
-5.0,0.53,4.78,3.75,3.15,0.15,0.24
-2.4,0.568,4.34,2.98,3.15,0.275,2.46
0.0,0.565,4.77,3.99,3.15,0.25,1.96
0.0,0.6,4.78,4.24,3.15,0.15,0.18
0.0,0.6,4.78,4.24,3.15,0.2,0.73
-2.3,0.53,4.34,2.81,3.15,0.4,25.18
-2.3,0.565,4.78,5.35,2.76,0.15,0.29
-2.4,0.574,4.36,3.96,2.76,0.4,21.51
-5.0,0.565,5.1,3.94,3.51,0.425,33.23
0.0,0.53,4.78,3.75,3.15,0.325,5.45
-2.3,0.562,5.14,4.95,3.17,0.125,0.28
-5.0,0.6,4.78,4.24,3.15,0.225,1.13
-2.3,0.6,4.34,4.23,2.73,0.225,1.02
-5.0,0.53,4.78,3.75,3.15,0.375,13.73
-2.3,0.6,5.1,4.17,3.51,0.325,6.31
-5.0,0.6,4.78,4.24,3.15,0.325,6.2
-2.3,0.53,4.34,2.81,3.15,0.3,2.73
-2.3,0.569,4.78,3.04,3.64,0.175,0.37
-2.4,0.568,4.34,2.98,3.15,0.325,4.62
-2.2,0.546,4.78,4.13,3.07,0.275,2.49
-2.3,0.564,5.1,3.95,3.53,0.35,8.03
-5.0,0.6,4.78,4.24,3.15,0.4,20.41
-5.0,0.565,5.1,3.94,3.51,0.25,1.76
-2.2,0.546,4.78,4.13,3.07,0.45,53.07
-2.3,0.53,5.11,3.69,3.51,0.2,0.75
-2.3,0.564,5.1,3.95,3.53,0.375,12.86
-2.4,0.585,4.78,3.84,3.32,0.175,0.64
-2.2,0.546,4.78,4.13,3.07,0.325,4.83
-5.0,0.565,5.1,3.94,3.51,0.4,20.91
-2.3,0.6,4.34,4.23,2.73,0.4,19.59
-2.4,0.574,4.36,3.96,2.76,0.45,50.36
-5.0,0.53,4.78,3.75,3.15,0.35,7.95
-2.4,0.574,4.36,3.96,2.76,0.15,0.35
-2.3,0.53,4.34,2.81,3.15,0.325,3.87
-2.3,0.6,4.34,4.23,2.73,0.3,4.15
0.0,0.6,4.78,4.24,3.15,0.35,10.36
-5.0,0.53,4.78,3.75,3.15,0.175,0.47
-2.4,0.585,4.78,3.84,3.32,0.125,0.2
-2.3,0.564,5.1,3.95,3.53,0.275,2.83
-2.3,0.565,4.78,5.35,2.76,0.25,1.99
-2.3,0.564,5.1,3.95,3.53,0.2,0.93
-2.2,0.546,4.78,4.13,3.07,0.375,12.76
-2.3,0.6,5.1,4.17,3.51,0.175,0.39
0.0,0.565,5.1,3.94,3.51,0.275,2.68
-2.4,0.568,4.34,2.98,3.15,0.175,0.43
-5.0,0.565,5.1,3.94,3.51,0.15,0.24
-2.3,0.569,4.78,3.04,3.64,0.425,35.01
-2.3,0.53,4.34,2.81,3.15,0.15,0.17
0.0,0.565,5.1,3.94,3.51,0.225,1.28
0.0,0.565,5.1,3.94,3.51,0.325,5.57
-5.0,0.6,4.78,4.24,3.15,0.25,1.85
-2.3,0.53,5.11,3.69,3.51,0.4,24.14
-2.3,0.568,4.78,3.99,3.17,0.3,3.76
0.0,0.565,4.77,3.99,3.15,0.225,1.28
-2.3,0.564,5.1,3.95,3.53,0.225,1.37
-2.4,0.585,4.78,3.84,3.32,0.45,44.38
-5.0,0.6,4.78,4.24,3.15,0.275,2.84
-5.0,0.565,4.77,3.99,3.15,0.325,5.41
-2.3,0.53,4.34,2.81,3.15,0.45,62.42
-5.0,0.53,4.78,3.75,3.15,0.425,37.14
0.0,0.53,4.78,3.75,3.15,0.15,0.32
-2.3,0.564,5.1,3.95,3.53,0.25,1.97
-2.3,0.53,4.34,2.81,3.15,0.35,7.19
-2.3,0.53,4.76,3.68,3.16,0.45,56.46
-2.3,0.569,4.78,3.04,3.64,0.225,1.06
-2.3,0.568,4.78,3.99,3.17,0.175,0.47
-5.0,0.6,4.78,4.24,3.15,0.375,12.49
0.0,0.565,5.1,3.94,3.51,0.3,3.76
0.0,0.565,4.77,3.99,3.15,0.175,0.49
-2.4,0.585,4.78,3.84,3.32,0.3,4.35
-2.2,0.546,4.78,4.13,3.07,0.225,1.24
-5.0,0.53,4.78,3.75,3.15,0.225,1.21
