0,1,2,3,4,5,target
0.0,0.6,4.78,4.24,3.15,0.275,3.35
-5.0,0.6,4.78,4.24,3.15,0.425,32.46
-2.3,0.564,5.1,3.95,3.53,0.15,0.35
-2.3,0.562,5.14,4.95,3.17,0.3,4.09
-5.0,0.53,4.78,3.75,3.15,0.425,37.14
-2.4,0.585,4.78,3.84,3.32,0.275,2.91
-2.3,0.569,4.78,3.04,3.64,0.4,21.09
-2.3,0.569,4.78,3.04,3.64,0.25,1.59
0.0,0.53,4.78,3.75,3.15,0.15,0.32
-5.0,0.53,4.78,3.75,3.15,0.4,23.55
-2.3,0.564,5.1,3.95,3.53,0.175,0.65
-2.3,0.53,5.11,3.69,3.51,0.4,24.14
-2.3,0.564,5.1,3.95,3.53,0.375,12.86
-2.2,0.546,4.78,4.13,3.07,0.425,35.64
-2.4,0.568,4.34,2.98,3.15,0.25,1.67
-5.0,0.565,5.1,3.94,3.51,0.3,3.85
-2.4,0.568,4.34,2.98,3.15,0.225,1.09
0.0,0.565,5.1,3.94,3.51,0.125,0.08
-2.3,0.6,5.1,4.17,3.51,0.225,1.24
-2.3,0.6,5.1,4.17,3.51,0.175,0.39
-2.3,0.53,4.76,3.68,3.16,0.425,37.38
-2.3,0.6,4.34,4.23,2.73,0.275,2.63
0.0,0.53,4.78,3.75,3.15,0.375,16.31
0.0,0.6,4.78,4.24,3.15,0.175,0.4
0.0,0.565,4.77,3.99,3.15,0.175,0.49
-2.3,0.565,4.78,5.35,2.76,0.325,5.54
-2.3,0.6,5.1,4.17,3.51,0.2,0.73
-2.4,0.568,4.34,2.98,3.15,0.2,0.69
-2.4,0.574,4.36,3.96,2.76,0.3,3.99
-2.3,0.564,5.1,3.95,3.53,0.25,1.97
-2.4,0.585,4.78,3.84,3.32,0.2,0.97
0.0,0.53,4.78,3.75,3.15,0.45,60.85
-5.0,0.53,4.78,3.75,3.15,0.45,55.87
-2.3,0.562,5.14,4.95,3.17,0.325,5.82
-2.3,0.569,4.78,3.04,3.64,0.125,0.04
-2.3,0.6,4.34,4.23,2.73,0.175,0.36
-2.2,0.546,4.78,4.13,3.07,0.125,0.15
-2.3,0.53,4.76,3.68,3.16,0.25,1.65
-2.3,0.569,4.78,3.04,3.64,0.2,0.66
-2.4,0.568,4.34,2.98,3.15,0.4,20.63
0.0,0.53,4.78,3.75,3.15,0.25,1.94
-2.3,0.568,4.78,3.99,3.17,0.175,0.47
-2.3,0.568,4.78,3.99,3.17,0.2,0.78
0.0,0.53,4.78,3.75,3.15,0.175,0.59
-2.3,0.564,5.1,3.95,3.53,0.2,0.93
-2.3,0.53,4.34,2.81,3.15,0.225,1.01
-5.0,0.565,4.77,3.99,3.15,0.275,2.77
-2.3,0.568,4.78,3.99,3.17,0.3,3.76
-2.3,0.53,5.11,3.69,3.51,0.125,0.08
-5.0,0.565,4.77,3.99,3.15,0.375,12.71
-2.3,0.569,4.78,3.04,3.64,0.35,7.11
-2.3,0.53,4.76,3.68,3.16,0.175,0.47
-2.3,0.6,4.34,4.23,2.73,0.125,0.04
0.0,0.53,4.78,3.75,3.15,0.125,0.16
-5.0,0.53,4.78,3.75,3.15,0.3,3.69
-2.3,0.569,4.78,3.04,3.64,0.425,35.01
-2.3,0.6,5.1,4.17,3.51,0.35,8.68
-5.0,0.565,5.1,3.94,3.51,0.35,7.74
-2.4,0.568,4.34,2.98,3.15,0.425,34.5
-5.0,0.6,4.78,4.24,3.15,0.175,0.34
0.0,0.53,4.78,3.75,3.15,0.425,41.77
-5.0,0.53,4.78,3.75,3.15,0.25,1.85
0.0,0.565,5.1,3.94,3.51,0.15,0.26
0.0,0.565,4.77,3.99,3.15,0.25,1.96
-5.0,0.565,5.1,3.94,3.51,0.325,5.27
0.0,0.565,5.1,3.94,3.51,0.35,8.76
-2.2,0.546,4.78,4.13,3.07,0.25,1.76
-5.0,0.53,4.78,3.75,3.15,0.15,0.24
-2.4,0.574,4.36,3.96,2.76,0.15,0.35
0.0,0.565,5.1,3.94,3.51,0.45,51.99
-2.3,0.53,4.76,3.68,3.16,0.4,23.96
-2.3,0.564,5.1,3.95,3.53,0.125,0.2
0.0,0.565,5.1,3.94,3.51,0.4,23.05
-2.3,0.53,5.11,3.69,3.51,0.175,0.46
-2.3,0.569,4.78,3.04,3.64,0.375,11.99
-5.0,0.53,4.78,3.75,3.15,0.2,0.78
0.0,0.565,4.77,3.99,3.15,0.325,5.96
-2.2,0.546,4.78,4.13,3.07,0.275,2.49
-2.4,0.568,4.34,2.98,3.15,0.125,0.12
-2.3,0.6,4.34,4.23,2.73,0.325,6.0
0.0,0.6,4.78,4.24,3.15,0.35,10.36
0.0,0.565,4.77,3.99,3.15,0.125,0.11
0.0,0.6,4.78,4.24,3.15,0.15,0.18
-2.4,0.585,4.78,3.84,3.32,0.3,4.35
-2.4,0.568,4.34,2.98,3.15,0.45,54.23
-5.0,0.6,4.78,4.24,3.15,0.3,4.34
-2.4,0.585,4.78,3.84,3.32,0.175,0.64
-2.4,0.585,4.78,3.84,3.32,0.225,1.36
-2.3,0.565,4.78,5.35,2.76,0.15,0.29
-5.0,0.565,4.77,3.99,3.15,0.35,7.87
-2.2,0.546,4.78,4.13,3.07,0.375,12.76
-2.3,0.53,4.76,3.68,3.16,0.125,0.1
0.0,0.565,5.1,3.94,3.51,0.325,5.57
0.0,0.565,4.77,3.99,3.15,0.2,0.79
-2.3,0.53,4.76,3.68,3.16,0.45,56.46
-2.3,0.6,4.34,4.23,2.73,0.15,0.17
-2.3,0.562,5.14,4.95,3.17,0.15,0.44
0.0,0.565,5.1,3.94,3.51,0.2,0.83
-2.4,0.568,4.34,2.98,3.15,0.35,6.86
-2.3,0.6,4.34,4.23,2.73,0.25,1.62
-2.3,0.564,5.1,3.95,3.53,0.45,50.36
-2.3,0.53,5.11,3.69,3.51,0.25,1.57
-5.0,0.565,4.77,3.99,3.15,0.3,4.12
-5.0,0.6,4.78,4.24,3.15,0.375,12.49
-2.4,0.574,4.36,3.96,2.76,0.45,50.36
0.0,0.53,4.78,3.75,3.15,0.3,3.7
0.0,0.565,5.1,3.94,3.51,0.225,1.28
-5.0,0.53,4.78,3.75,3.15,0.225,1.21
-2.3,0.53,5.11,3.69,3.51,0.2,0.75
0.0,0.6,4.78,4.24,3.15,0.4,23.15
-5.0,0.53,4.78,3.75,3.15,0.375,13.73
-2.3,0.6,5.1,4.17,3.51,0.275,3.04
-2.2,0.546,4.78,4.13,3.07,0.2,0.86
-2.3,0.53,4.34,2.81,3.15,0.3,2.73
-2.3,0.53,4.76,3.68,3.16,0.375,13.77
-2.4,0.574,4.36,3.96,2.76,0.425,33.97
0.0,0.6,4.78,4.24,3.15,0.25,2.16
-2.3,0.565,4.78,5.35,2.76,0.25,1.99
-2.3,0.562,5.14,4.95,3.17,0.4,20.41
-2.4,0.568,4.34,2.98,3.15,0.375,11.56
-5.0,0.6,4.78,4.24,3.15,0.2,0.63
-2.3,0.6,4.34,4.23,2.73,0.425,30.48
-2.4,0.585,4.78,3.84,3.32,0.35,8.04
-2.4,0.574,4.36,3.96,2.76,0.125,0.2
0.0,0.565,4.77,3.99,3.15,0.3,4.14
-2.4,0.585,4.78,3.84,3.32,0.45,44.38
-2.3,0.53,4.34,2.81,3.15,0.325,3.87
-2.3,0.565,4.78,5.35,2.76,0.275,2.94
-2.2,0.546,4.78,4.13,3.07,0.225,1.24
0.0,0.6,4.78,4.24,3.15,0.425,34.62
-5.0,0.53,4.78,3.75,3.15,0.325,5.07
0.0,0.53,4.78,3.75,3.15,0.2,0.92
-5.0,0.565,4.77,3.99,3.15,0.4,21.02
-2.3,0.6,5.1,4.17,3.51,0.45,47.13
-2.4,0.568,4.34,2.98,3.15,0.175,0.43
-2.3,0.53,4.76,3.68,3.16,0.2,0.76
-2.3,0.6,4.34,4.23,2.73,0.3,4.15
-2.3,0.568,4.78,3.99,3.17,0.375,11.93
0.0,0.565,4.77,3.99,3.15,0.35,9.07
-2.3,0.53,4.34,2.81,3.15,0.4,25.18
-2.3,0.53,4.76,3.68,3.16,0.275,2.28
-2.3,0.565,4.78,5.35,2.76,0.3,4.21
-5.0,0.565,4.77,3.99,3.15,0.2,0.7
-2.3,0.53,5.11,3.69,3.51,0.225,1.11
-2.3,0.568,4.78,3.99,3.17,0.125,0.11
-2.3,0.565,4.78,5.35,2.76,0.45,50.14
-5.0,0.6,4.78,4.24,3.15,0.45,50.94
-2.3,0.565,4.78,5.35,2.76,0.35,8.25
-2.3,0.562,5.14,4.95,3.17,0.125,0.28
-2.4,0.568,4.34,2.98,3.15,0.15,0.26
-5.0,0.565,5.1,3.94,3.51,0.225,1.19
-5.0,0.6,4.78,4.24,3.15,0.325,6.2
-2.3,0.562,5.14,4.95,3.17,0.275,3.09
0.0,0.6,4.78,4.24,3.15,0.225,1.3
-5.0,0.565,4.77,3.99,3.15,0.225,1.14
-5.0,0.565,5.1,3.94,3.51,0.4,20.91
0.0,0.565,4.77,3.99,3.15,0.4,24.13
-2.4,0.574,4.36,3.96,2.76,0.275,2.83
-2.3,0.6,5.1,4.17,3.51,0.25,1.96
-2.3,0.53,5.11,3.69,3.51,0.275,2.17
-2.3,0.568,4.78,3.99,3.17,0.25,1.82
-2.3,0.6,5.1,4.17,3.51,0.125,0.01
-2.3,0.53,4.76,3.68,3.16,0.3,3.09
-2.3,0.6,4.34,4.23,2.73,0.45,46.66
0.0,0.565,5.1,3.94,3.51,0.375,14.24
0.0,0.565,5.1,3.94,3.51,0.175,0.5
-2.3,0.564,5.1,3.95,3.53,0.325,5.19
-2.3,0.565,4.78,5.35,2.76,0.125,0.09
-5.0,0.565,5.1,3.94,3.51,0.125,0.08
-2.3,0.564,5.1,3.95,3.53,0.275,2.83
-2.3,0.53,4.34,2.81,3.15,0.2,0.63
-2.4,0.568,4.34,2.98,3.15,0.325,4.62
-2.3,0.568,4.78,3.99,3.17,0.4,20.11
-2.3,0.6,5.1,4.17,3.51,0.325,6.31
